AMOSTRA
1585
1690
1784
1913
1972
2023
2070
2101
2108
2074
2043
1994
1907
1803
1721
1612
1463
1333
1172
1023
853
703
553
394
255
91
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
45
193
324
468
639
822
986
1083
1265
1371
1523
1661
1795
1883
1916
2018
2061
2102
2077
2084
2089
2008
1955
1840
1756
1551
1495
1434
1187
1011
874
723
548
387
255
172
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
38
157
293
447
644
825
971
1164
1261
1380
1518
1661
1760
1884
1977
2039
2061
2092
2087
2100
2060
1987
1940
1849
1722
1599
1498
1377
1173
1023
903
747
563
404
268
133
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
42
153
295
460
603
731
913
1086
1232
1386
1531
1654
1745
1844
1955
2010
2053
2099
2120
2059
2043
2002
1951
1848
1743
1650
1543
1377
1236
1096
927
745
610
468
319
150
31
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
127
280
408
575
728
905
1042
1192
1356
1492
1611
1740
1849
1916
1985
2050
2103
2102
2079
2164
2035
1954
1871
1761
1678
1523
1415
1278
1122
948
770
643
454
270
239
79
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
355
426
466
902
892
909
1188
1330
1364
1606
1685
1871
1874
1897
2058
2109
2025
2063
2067
2108
1986
1827
1834
1599
1802
1436
1258
1023
841
1014
652
547
366
100
255
0
0
0
0
0
0
0
0
0
0
0
0
0
0
63
118
100
589
557
536
997
1009
1095
1339
1436
1542
1721
1795
2004
1997
1984
2213
2107
2022
2072
2052
1850
1906
1815
1607
1588
1463
1174
1121
1004
705
860
531
175
338
42
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
63
170
449
496
677
778
1227
1124
1279
1392
1573
1702
1816
1910
1974
2010
2077
2137
2094
2083
2068
2002
1907
1813
1717
1603
1455
1332
1198
1046
851
706
566
383
239
114
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
66
190
318
463
649
794
966
1179
1279
1361
1527
1690
1777
1875
1944
2002
2066
2091
2088
2079
2063
1996
1979
1887
1740
1583
1502
1388
1187
1007
881
740
563
363
287
149
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
56
122
328
468
621
828
969
1131
1268
1371
1532
1677
1756
1886
1985
2014
2051
2105
2115
2076
2066
1984
1951
1832
1704
1601
1485
1373
1200
1019
889
729
555
405
280
136
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9
149
323
439
598
762
934
1067
1222
1378
1525
1634
1766
1880
1939
2002
2057
2102
2081
2090
2075
2022
1941
1848
1761
1619
1525
1373
1246
1098
931
766
608
447
317
154
40
0
0
0
0
0
0
0
0
0
0
0
0
0
0
14
152
274
398
572
739
884
1049
1231
1357
1481
1607
1744
1836
1907
2010
2073
2086
2078
2077
2075
2023
1961
1949
1784
1660
1541
1397
1274
1107
947
819
655
476
333
213
48
0
0
0
0
0
0
0
0
0
0
0
0
0
0
38
93
238
431
583
721
827
1023
1223
1238
1429
1654
1675
1757
1881
2056
2049
2019
2226
2135
1950
2110
1992
1899
1770
1599
1934
1461
1193
1065
825
1043
628
609
380
132
300
0
0
0
0
0
0
0
0
0
0
0
0
0
0
127
140
159
697
437
749
901
930
1345
1334
1426
1599
1707
1831
1940
1941
2248
2088
2004
2039
2094
1971
1972
1893
1861
1703
1494
1603
1325
1023
970
839
610
496
223
188
86
0
0
0
0
0
0
0
0
0
0
0
0
7
0
0
133
217
354
449
711
825
994
1104
1375
1421
1575
1622
1919
1888
1981
1986
2319
2082
2096
2033
2077
1986
1912
1839
1706
1588
1462
1346
1174
997
864
731
546
385
242
113
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
63
174
328
498
635
783
938
1164
1300
1388
1554
1694
1749
1855
1961
1999
2032
2091
2114
2093
2066
2009
1988
1891
1728
1628
1526
1394
1162
1014
892
711
549
402
304
149
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
47
92
356
467
612
879
944
1114
1251
1358
1523
1663
1751
1889
1989
1997
2076
2096
2103
2071
2052
2013
1956
1823
1716
1617
1459
1367
1193
1023
882
708
574
410
237
135
18
0
0
0
0
0
0
0
0
0
0
0
0
0
0
22
182
312
442
603
743
915
1068
1246
1379
1525
1633
1749
1855
1941
2011
2076
2097
2086
2075
2073
2003
1938
1861
1777
1636
1503
1380
1241
1087
921
776
623
452
304
152
31
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10
134
255
429
593
733
892
1059
1207
1336
1498
1649
1742
1827
1921
2004
2048
2081
2110
2116
2064
2012
1955
1923
1777
1678
1547
1433
1249
1104
949
805
625
481
371
193
66
0
0
0
0
0
0
0
0
0
0
0
0
0
0
15
85
247
410
564
701
876
1043
1200
1291
1455
1640
1703
1801
1871
1999
1908
2078
2097
2068
2173
2018
1971
2009
1784
1536
1585
1469
1173
1191
879
991
651
511
866
110
179
0
0
0
0
0
0
0
0
0
0
0
0
49
0
0
94
90
489
542
571
1158
1018
1141
1389
1347
1852
1707
1710
1900
2001
2151
2116
1995
2098
2082
1981
1956
1859
1931
1705
1439
1433
1308
1110
972
753
788
534
283
417
0
0
210
0
0
0
0
0
0
0
0
0
0
0
26
0
11
361
398
463
658
815
1012
1099
1293
1420
1598
1640
1876
1872
1990
1980
2184
2098
2129
2017
2038
1984
1937
1752
1711
1598
1470
1380
1174
1068
868
698
546
389
245
105
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
54
172
352
478
630
790
968
1104
1272
1355
1548
1645
1765
1894
1973
2008
2029
2107
2094
2066
2085
2026
1939
1856
1739
1610
1499
1381
1172
1062
887
725
560
420
286
138
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
60
197
375
498
614
799
860
1060
1273
1410
1533
1645
1754
1890
1944
2001
2080
2106
2079
2063
2064
1989
1917
1951
1744
1607
1460
1378
1182
1022
856
739
579
409
244
159
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
35
163
293
452
621
748
911
1093
1228
1377
1512
1663
1760
1843
1924
2010
2062
2088
2103
2116
2067
2003
1930
1874
1750
1633
1536
1397
1239
1069
934
770
614
444
307
167
28
0
0
0
0
0
0
0
0
0
0
0
0
0
0
15
132
280
431
593
723
900
1061
1204
1342
1483
1633
1729
1836
1955
2007
2045
2067
2106
2086
2056
2043
1978
1927
1755
1669
1549
1409
1263
1137
969
788
637
463
310
182
59
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
95
244
366
552
700
869
1015
1211
1308
1469
1630
1692
1797
1962
1973
2023
2097
2100
2083
2094
2025
1953
1920
1825
1684
1559
1437
1259
1089
993
860
584
668
341
173
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
58
68
133
598
510
688
895
962
1362
1315
1359
1612
1720
1890
1886
1918
2058
2110
2048
2099
2023
2425
1984
1851
1803
1637
1807
1490
1203
1122
927
947
667
387
492
181
141
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
18
219
365
524
615
827
1013
1060
1455
1458
1525
1738
1789
1930
1900
2039
2057
2087
2057
2072
2067
1991
1927
1798
1706
1525
1581
1352
1211
946
925
689
537
377
248
126
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
47
199
329
481
639
784
947
1107
1275
1412
1542
1662
1861
1878
1948
2028
2067
2097
2092
2077
2074
1997
1920
1827
1758
1567
1473
1375
1178
1012
875
732
543
380
271
151
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
22
150
300
511
655
820
967
1016
1257
1379
1530
1663
1761
1893
1892
2016
2053
2096
2102
2096
2064
1989
1927
1847
1712
1597
1487
1374
1177
1016
863
729
558
399
277
171
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
31
149
301
472
604
751
927
1078
1256
1365
1526
1635
1754
1837
1985
2013
2054
2101
2085
2088
2054
2036
1951
1855
1755
1615
1529
1365
1228
1093
916
759
603
453
312
159
90
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
147
293
425
562
750
927
1023
1198
1366
1500
1611
1725
1832
1921
1986
2064
2106
2087
2081
2061
2031
1947
1933
1788
1685
1540
1404
1270
1118
952
792
648
480
346
185
72
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
104
231
456
566
712
856
1015
1199
1294
1435
1623
1778
1776
1883
1974
2024
2081
2087
2098
2132
2043
1951
1905
1832
1668
1537
1530
1222
1083
948
878
714
500
395
231
60
23
0
0
0
0
0
0
0
0
0
0
0
0
0
158
3
194
559
463
731
889
918
1347
1277
1420
1612
1663
2043
1944
1890
2045
2071
2220
2111
1939
2024
2003
1969
1788
1561
1589
1457
1310
1149
841
1015
647
534
396
116
293
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
221
238
237
692
664
705
1127
1174
1166
1626
1586
1604
2170
1917
1935
2166
2078
2111
2105
2050
2041
1910
1894
1831
1704
1671
1439
1391
1107
1146
859
709
524
506
255
88
54
0
0
0
0
0
0
0
0
0
0
0
0
0
0
63
181
334
475
658
805
925
1112
1269
1375
1529
1666
1794
1877
1938
2012
2065
2088
2089
2103
2064
2006
1964
1846
1728
1588
1515
1388
1206
985
875
729
548
379
299
159
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9
110
325
462
661
842
955
1103
1220
1367
1516
1651
1777
1890
1984
2022
2059
2075
2100
2090
2074
1992
1962
1856
1709
1601
1469
1346
1186
1023
894
736
551
395
255
136
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
31
161
321
436
614
761
926
1070
1255
1382
1520
1641
1747
1864
1936
2007
2071
2096
2105
2081
2050
2009
1938
1850
1758
1681
1523
1385
1148
1097
925
744
611
464
302
142
21
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3
150
270
426
585
738
894
1023
1209
1353
1484
1623
1752
1840
1923
1994
2052
2081
2080
2083
2024
2027
1955
1870
1778
1649
1523
1420
1279
1112
939
792
643
481
324
200
61
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
103
227
383
543
726
857
1055
1183
1290
1448
1641
1728
1747
1894
2034
2020
2082
2087
2108
2089
2061
2012
1885
1841
1652
1563
1436
1197
1046
981
813
721
529
353
189
42
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
0
313
437
491
813
894
926
1404
1311
1459
1586
1689
1832
1935
1923
2559
2115
2037
2081
2027
2222
1985
1789
1784
1652
1815
1466
1205
1137
847
1002
725
548
388
103
291
0
0
0
0
0
0
0
0
0
0
0
0
33
0
23
108
70
462
526
545
982
991
1045
1431
1467
1444
1694
1839
1816
1946
2057
2054
2075
2103
2079
2050
1984
1947
1810
1726
1579
1456
1395
1115
1002
870
604
664
415
199
132
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
207
250
485
632
810
960
1143
1273
1433
1517
1669
1776
1867
1978
2025
2040
2082
2111
2097
2043
2016
1970
1883
1721
1596
1517
1395
1208
1043
898
725
581
395
299
151
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
11
95
371
485
661
860
931
1129
1202
1371
1537
1663
1819
1863
2006
1993
2058
2114
2116
2067
2028
2010
1944
1845
1735
1625
1464
1374
1230
1023
881
708
585
408
246
142
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
20
127
319
435
604
786
923
1059
1222
1386
1515
1641
1776
1869
1945
1998
2065
2095
2079
2092
2085
2011
1931
1861
1769
1699
1512
1398
1292
1085
916
760
622
427
311
191
9
0
0
0
0
0
0
0
0
0
0
0
0
0
0
22
131
203
408
575
734
893
1041
1221
1343
1472
1638
1733
1840
1931
2010
2064
2072
2096
2107
2073
2014
1961
1816
1771
1645
1540
1424
1255
1115
959
808
637
476
319
177
31
0
0
0
0
0
0
0
0
0
0
0
0
0
0
18
84
255
395
565
717
865
1023
1213
1326
1457
1663
1691
1782
1878
1984
2029
2091
2112
2096
2072
2051
2014
1891
1774
1672
1592
1470
1263
1045
921
826
635
570
368
204
50
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
231
255
243
647
726
721
1023
1196
1145
1434
1591
1728
1828
1864
2136
2046
1997
2086
2107
2109
2024
1940
2031
1823
1629
1561
1424
1501
1218
954
843
485
714
303
252
93
0
81
0
0
0
0
0
0
0
0
0
0
0
0
242
0
255
383
344
843
850
870
1151
1291
1396
1557
1663
1946
1904
1905
2276
2096
1975
2137
2103
2008
1986
1914
1902
1720
1504
1608
1418
1023
1105
907
594
633
381
163
315
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
17
144
419
492
645
757
1358
1120
1270
1316
1557
1655
1783
1838
1959
2029
2060
2109
2116
2080
2042
1992
1940
1851
1742
1648
1505
1393
1199
1053
877
716
574
438
296
146
30
0
0
0
0
0
0
0
0
0
0
0
0
0
0
17
125
368
500
623
900
877
1059
1256
1356
1536
1659
1753
1861
1939
1997
2065
2099
2082
2075
2078
2003
1945
1841
1730
1620
1469
1368
1188
1084
871
718
569
415
249
155
14
0
0
0
0
0
0
0
0
0
0
0
0
0
0
40
170
307
446
617
755
904
1086
1249
1375
1511
1641
1760
1838
1956
2023
2071
2079
2090
2109
2059
2004
1946
1874
1754
1614
1505
1380
1231
1086
934
772
620
439
291
172
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
137
280
431
577
788
884
1055
1202
1343
1514
1632
1728
1825
1943
2003
2047
2085
2106
2102
2048
2030
1965
1876
1765
1682
1554
1408
1276
1103
962
797
637
483
332
186
48
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
93
250
383
561
705
878
1018
1188
1292
1452
1636
1707
1816
1906
1961
2007
2120
2091
2156
2105
2047
1991
1914
1809
1695
1580
1495
1247
1084
902
852
671
561
367
205
79
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
145
226
369
575
715
857
897
1215
1353
1421
1602
1737
1831
1901
1996
1967
2082
2085
1986
2081
2037
1961
1903
1746
1844
1565
1309
1275
1106
1023
855
601
652
197
339
48
0
143
0
0
0
0
0
0
0
0
0
0
0
0
0
0
408
370
445
1071
799
1043
1197
1164
1669
1618
1637
1787
1865
2077
2030
1979
2189
2115
1986
2018
1986
1999
1816
1629
1685
1486
1248
1150
999
841
676
511
511
255
8
112
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
343
347
476
590
798
1023
1107
1227
1351
1549
1650
1758
1876
1995
1974
2094
2092
2093
2023
2139
2002
1936
1756
1739
1632
1473
1392
1195
1023
900
726
564
403
290
147
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
35
145
380
511
649
820
853
1023
1250
1391
1536
1654
1755
1895
1928
2023
2079
2083
2085
2073
2066
1983
1927
1870
1728
1604
1485
1359
1177
1023
892
752
557
388
270
164
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
19
149
339
481
612
759
931
1096
1228
1364
1542
1649
1742
1851
1943
2009
2059
2101
2109
2101
2052
1996
1933
1860
1747
1647
1537
1393
1230
1079
944
759
602
460
314
158
26
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
135
283
415
566
712
911
1053
1225
1338
1494
1616
1743
1858
1931
1999
2035
2088
2085
2091
2074
2039
1966
1864
1777
1667
1548
1403
1272
1136
951
783
633
493
319
179
61
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
116
241
378
539
709
849
1023
1205
1303
1461
1581
1718
1766
1890
1977
2036
2077
2087
2060
2104
2048
1981
1912
1845
1678
1574
1517
1196
1074
920
891
717
511
350
241
57
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
120
248
393
565
705
861
1023
1183
1338
1372
1611
1740
1807
1927
1995
2057
2034
2109
2136
1959
2036
1957
1908
1792
1710
1518
1466
1289
1143
981
671
713
533
269
444
0
105
0
0
0
0
0
0
0
0
0
0
0
0
56
0
63
636
231
615
691
704
1211
1126
1211
1459
1531
1862
1812
1779
1969
2031
2085
2096
1984
2079
2062
1965
1900
1733
1874
1593
1365
1421
1161
1157
884
561
728
392
277
136
0
7
0
0
0
0
0
0
0
0
0
0
0
127
0
0
364
317
366
766
806
895
1151
1289
1419
1452
2111
1799
1861
1913
2021
2094
2077
2074
2081
2053
1953
2039
1848
1765
1497
1556
1394
1216
999
891
755
548
396
244
135
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
11
103
326
557
681
830
919
1006
1222
1401
1539
1650
1792
1859
1972
2050
1997
2094
2113
2105
2047
1980
1898
1857
1709
1612
1543
1338
1194
1015
922
725
564
394
306
141
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
40
133
321
474
607
764
942
1096
1240
1371
1511
1663
1752
1880
1967
2001
2048
2086
2100
2083
2061
2030
1939
1857
1737
1668
1519
1378
1245
1100
921
747
614
446
310
159
39
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
158
286
404
574
715
897
1044
1214
1376
1489
1621
1724
1844
1924
2005
2069
2134
2091
2076
2077
2029
1950
1886
1784
1707
1529
1402
1279
1112
943
808
652
469
326
191
39
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
113
230
381
565
715
860
1009
1191
1298
1439
1605
1719
1780
1847
2007
2025
2084
2102
2078
2111
2043
1980
1955
1842
1662
1580
1525
1198
1023
962
890
719
539
313
239
31
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
102
237
393
511
709
883
1023
1179
1327
1385
1595
1728
1840
1904
2007
2036
2078
2102
2106
2082
2118
1996
1901
1777
1683
1578
1423
1251
1191
995
836
676
415
466
226
47
149
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
411
368
477
690
815
1059
1151
1151
1725
1593
1615
1783
1850
2072
2056
1966
2092
2021
2223
2058
1853
1909
1855
1755
1599
1320
1386
1138
1102
874
570
709
271
292
84
0
95
0
0
0
0
0
0
0
0
0
0
0
0
0
255
178
248
617
668
700
961
1149
1127
1476
1566
1597
1863
1908
1937
2052
2040
2114
2013
2096
2061
1971
1932
1780
1750
1570
1646
1387
1215
975
1072
740
543
397
299
157
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10
92
351
511
658
874
930
1023
1195
1352
1518
1611
1818
1878
1975
2100
2060
2097
2095
2104
2058
2011
1958
1832
1739
1597
1470
1366
1238
1047
877
757
569
403
236
115
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
23
147
319
438
618
782
911
1011
1266
1386
1518
1628
1761
1855
1930
2010
2118
2097
2084
2096
2066
1984
1916
1927
1771
1637
1522
1392
1246
1089
922
766
613
446
297
156
35
0
0
0
0
0
0
0
0
0
0
0
0
0
0
39
135
255
411
591
815
880
1041
1215
1339
1485
1641
1746
1823
1924
2005
2058
2073
2109
2117
2062
2016
1953
1889
1762
1650
1545
1430
1267
1112
950
806
639
473
335
199
55
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
101
253
397
553
685
876
1052
1176
1313
1462
1656
1699
1809
1889
1985
2030
2073
2118
2154
2077
2072
2019
1912
1809
1663
1597
1476
1260
1051
948
829
733
554
377
202
42
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
71
255
400
569
693
882
1023
1146
1329
1433
1592
1703
1833
1903
1984
2054
2112
2095
2088
2063
2026
1959
1899
1808
1703
1560
1427
1260
1136
973
826
676
494
334
255
56
0
0
0
0
0
0
0
0
0
0
0
0
0
183
0
104
248
222
671
699
694
1222
1181
1244
1451
1499
1884
1819
1781
1958
2005
2204
2100
1972
2102
2046
2052
1911
1687
1694
1584
1515
1428
1008
1324
860
767
575
284
399
0
95
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
248
363
326
773
810
901
1255
1310
1219
1564
1663
1655
1878
2008
1913
2052
2105
2018
2083
2064
1933
2121
1842
1671
1746
1478
1370
1141
1061
913
626
661
415
300
62
148
0
0
0
0
0
0
0
0
0
0
0
0
0
0
88
127
380
505
660
874
874
1053
1221
1358
1542
1651
1837
1841
1885
2004
2080
2110
2081
2062
2059
2007
1941
1852
1779
1641
1458
1411
1274
1046
876
719
610
413
221
151
31
0
0
0
0
0
0
0
0
0
0
0
0
0
0
35
120
318
466
622
767
929
1076
1239
1349
1519
1652
1764
1868
1957
2010
2056
2087
2029
2110
2070
2017
1956
1861
1745
1639
1538
1401
1242
1077
921
767
595
430
311
166
20
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7
108
298
429
561
742
885
1079
1197
1348
1496
1622
1736
1837
1948
2006
2049
2076
2074
2088
2047
2032
2004
1883
1767
1648
1550
1405
1252
1133
966
804
621
471
328
187
56
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
111
252
383
578
701
857
1023
1194
1330
1474
1614
1711
1822
1905
1970
2029
2104
2098
2073
2092
2057
1991
1885
1808
1690
1595
1505
1223
1087
911
862
734
590
374
207
67
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
44
230
396
575
686
844
1021
1206
1277
1462
1615
1738
1814
1939
1991
2060
2072
2087
2097
2094
2030
1959
1896
1789
1685
1547
1458
1291
1132
961
818
675
482
318
213
97
0
0
0
0
0
0
0
0
0
0
0
0
0
0
123
38
126
507
543
529
903
1023
1023
1272
1417
1561
1668
1763
2050
1987
1889
2057
2123
2093
2085
1910
2012
1936
1847
1716
1443
1458
1343
1201
1054
717
963
507
473
206
62
255
0
0
0
0
0
0
0
0
0
0
0
0
0
0
191
225
225
739
633
744
948
1130
1210
1418
1512
1720
1784
1855
2096
2018
2004
2109
2090
1957
2052
2032
1836
1838
1776
1571
1481
1400
1143
1042
920
696
659
438
187
310
42
0
0
0
0
0
0
0
0
0
0
0
0
0
27
35
120
302
808
667
836
863
1023
1252
1361
1549
1659
1782
1811
1909
2013
2078
2079
2092
2095
2076
2025
1909
1868
1713
1634
1502
1401
1183
1068
891
723
562
430
280
179
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
42
150
325
461
620
765
933
1127
1263
1347
1518
1661
1748
1851
1956
2037
2057
2074
2075
2100
2060
2002
1978
1876
1719
1640
1515
1382
1231
1097
946
708
607
431
307
142
27
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
141
285
415
565
698
899
1050
1200
1358
1502
1616
1724
1831
1927
2004
2048
2104
2102
2074
2057
2030
1963
1854
1786
1630
1540
1491
1264
1127
939
789
648
491
311
206
111
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
101
228
383
558
721
866
997
1192
1324
1459
1585
1712
1761
1897
1985
2013
2079
2067
2084
2128
2036
1984
1893
1848
1699
1579
1532
1212
1132
922
870
735
539
437
247
65
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
112
207
457
573
719
836
1023
1196
1340
1506
1593
1741
1814
1899
2019
2047
2085
2082
2086
2072
2031
1970
1904
1789
1675
1554
1462
1265
1148
972
823
663
415
317
219
61
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
104
223
369
495
665
767
1044
1145
1298
1311
1574
1717
1685
1891
1979
2005
2075
2086
2194
2078
1982
2346
1939
1707
1722
1590
1614
1417
1040
971
805
822
578
335
696
0
138
0
0
0
0
0
0
0
0
0
0
0
0
71
0
83
225
163
625
680
686
1449
1109
1238
1393
1508
1784
1805
1760
1960
2048
1945
2088
2101
2077
2059
1984
2145
1839
1641
1630
1510
1276
1209
1094
866
746
490
451
285
69
85
0
0
0
0
0
0
0
0
0
0
0
0
0
56
44
63
242
671
671
831
854
1023
1236
1342
1492
1645
1794
1850
1887
2052
2069
2091
2089
2101
2048
2043
1922
1852
1728
1657
1542
1369
1199
1118
926
750
557
457
309
142
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
38
140
345
472
609
763
943
1189
1245
1390
1557
1642
1742
1870
1949
